Месяц выдачи кредита;Сумма кредита;Срок кредита;Возраст клиента;;Пол клиента;Образование клиента;Тип товара;Наличие детей у клиента;Регион выдачи кредита;Доход клиента;Семейное положение;Оператор связи;Является ли клиентом банка;Флаг дефолта по кредиту
5;14500;6;45;ЛОЖЬ;Женский;Среднее;Бытовая техника;Детей нет;Другие регионы;26000;Другое;Билайн;Клиент банка;Нет дефолта
5;41500;24;41;ИСТИНА;Мужской;Высшее;Бытовая техника;Дети есть;Другие регионы;26000;Другое;Теле2;Не клиент банка;Нет дефолта
5;13000;6;25;ЛОЖЬ;Женский;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;31000;Другое;Билайн;Клиент банка;Нет дефолта
5;7000;3;58;ЛОЖЬ;Мужской;Среднее специальное;Бытовая техника;Дети есть;Другие регионы;31000;Другое;МТС;Клиент банка;Нет дефолта
5;32000;12;29;ЛОЖЬ;Женский;Среднее;Мобильные телефоны;Детей нет;Другие регионы;25000;Женат/замужем;Билайн;Клиент банка;Дефолт
5;8000;12;34;ЛОЖЬ;Женский;Среднее специальное;Мобильные телефоны;Дети есть;Другие регионы;21000;Другое;Мегафон;Не клиент банка;Нет дефолта
5;24000;12;26;ЛОЖЬ;Женский;Среднее;Бытовая техника;Детей нет;Другие регионы;18000;Другое;Мегафон;Не клиент банка;Дефолт
5;7000;4;44;ЛОЖЬ;Женский;Среднее;Строительные материалы и инструменты;Дети есть;Другие регионы;21000;Другое;МТС;Не клиент банка;Нет дефолта
4;37000;4;29;ЛОЖЬ;Мужской;Высшее;Мебель;Детей нет;Другие регионы;41000;Другое;МТС;Не клиент банка;Нет дефолта
4;35500;12;27;ЛОЖЬ;Женский;Неоконченное высшее;Мобильные телефоны;Детей нет;Другие регионы;56000;Другое;Мегафон;Клиент банка;Нет дефолта
4;5000;4;36;ЛОЖЬ;Женский;Среднее специальное;Мобильные телефоны;Дети есть;Другие регионы;41000;Другое;Мегафон;Клиент банка;Нет дефолта
4;58500;24;54;ИСТИНА;Мужской;Среднее специальное;Компьютеры, комплектующие;Детей нет;Другие регионы;26000;Другое;Мегафон;Не клиент банка;Нет дефолта
5;27000;10;54;ЛОЖЬ;Мужской;Среднее специальное;Компьютеры, комплектующие;Детей нет;Другие регионы;31000;Другое;Мегафон;Клиент банка;Нет дефолта
5;7500;10;39;ЛОЖЬ;Мужской;Среднее специальное;Мобильные телефоны;Дети есть;Другие регионы;39000;Женат/замужем;Мегафон;Клиент банка;Нет дефолта
5;20500;12;28;ЛОЖЬ;Женский;Среднее;Мобильные телефоны;Детей нет;Другие регионы;19000;Женат/замужем;Теле2;Клиент банка;Нет дефолта
5;31000;10;30;ЛОЖЬ;Женский;Высшее;Мобильные телефоны;Детей нет;Москва или МО;33000;Никогда не был(а) женат/замужем;Мегафон;Клиент банка;Нет дефолта
5;34000;12;29;ЛОЖЬ;Женский;Среднее;Мобильные телефоны;Детей нет;Другие регионы;31000;Женат/замужем;Билайн;Клиент банка;Дефолт
5;31000;6;57;ЛОЖЬ;Женский;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;10000;Другое;МТС;Не клиент банка;Нет дефолта
5;7500;12;35;ЛОЖЬ;Мужской;Высшее;Мобильные телефоны;Дети есть;Другие регионы;23000;Женат/замужем;Билайн;Клиент банка;Нет дефолта
4;73000;12;33;ИСТИНА;Женский;Высшее;Обучение;Детей нет;Москва или МО;171000;Другое;МТС;Не клиент банка;Нет дефолта
4;21500;12;68;ЛОЖЬ;Мужской;Высшее;Медицинские услуги;Дети есть;Другие регионы;14000;Другое;Билайн;Не клиент банка;Нет дефолта
4;15000;6;23;ЛОЖЬ;Женский;Среднее специальное;Одежда, изделия из меха и кожи;Детей нет;Другие регионы;28000;Другое;Мегафон;Клиент банка;Нет дефолта
4;28500;15;30;ЛОЖЬ;Женский;Среднее специальное;Бытовая техника;Дети есть;Другие регионы;41000;Никогда не был(а) женат/замужем;Мегафон;Не клиент банка;Нет дефолта
4;15000;12;41;ЛОЖЬ;Мужской;Высшее;Компьютеры, комплектующие;Дети есть;Другие регионы;18000;Другое;Мегафон;Клиент банка;Нет дефолта
4;21000;6;28;ЛОЖЬ;Женский;Неоконченное высшее;Мобильные телефоны;Детей нет;Москва или МО;51000;Женат/замужем;МТС;Не клиент банка;Нет дефолта
